Identyfikator problemu,Opis,Stan,Ważność,Punkty scenariusza,Ścieżka projektu,Rodzaj lokalizacji,ŚCIEŻKA,Wiersz,Kolumna,Identyfikator zdarzenia,Link pomocy,Nazwa zestawu,Wersja zestawu,Klucz publiczny zestawu,Fragment kodu
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\GeometryPage.xaml.cs,339,12,T:Windows.UI.Color,,,,,"return new SolidColorBrush(Color.FromArgb(255, r, g, b));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\GeometryPage.xaml.cs,339,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"return new SolidColorBrush(Color.FromArgb(255, r, g, b));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\GeometryPage.xaml.cs,330,16,T:Windows.UI.Color,,,,,return new SolidColorBrush(Colors.DeepSkyBlue);
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\GeometryPage.xaml.cs,325,16,T:Windows.UI.Color,,,,,return new SolidColorBrush(Colors.DarkSlateGray);
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\GeometryPage.xaml.cs,305,16,T:Windows.UI.Color,,,,,"var rect = new Rectangle                  {                      Width = pos.Width,                      Height = pos.Height,                      Fill = GetLedBrush(i, total, excluded.Contains(i)),                      Stroke = new SolidColorBrush(Colors.DimGray),                      StrokeThickness = 0.5                  };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\GeometryPage.xaml.cs,263,12,T:Windows.UI.Color,,,,,"var screenRect = new Rectangle              {                  Width = PreviewWidth - 2 * ScreenMargin,                  Height = PreviewHeight - 2 * ScreenMargin,                  Fill = new SolidColorBrush(Colors.Black),                  Stroke = new SolidColorBrush(Colors.Gray),                  StrokeThickness = 1,                  RadiusX = 4,                  RadiusY = 4              };"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Pages\GeometryPage.xaml.cs,263,12,T:Windows.UI.Color,,,,,"var screenRect = new Rectangle              {                  Width = PreviewWidth - 2 * ScreenMargin,                  Height = PreviewHeight - 2 * ScreenMargin,                  Fill = new SolidColorBrush(Colors.Black),                  Stroke = new SolidColorBrush(Colors.Gray),                  StrokeThickness = 1,                  RadiusX = 4,                  RadiusY = 4              };"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\SettingsWledPage.g.i.cs,53,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/SettingsWledPage.xaml"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\SettingsWledPage.g.i.cs,53,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/SettingsWledPage.xaml"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\SettingsMqttPage.g.i.cs,53,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/SettingsMqttPage.xaml"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\obj\x64\Release\net8.0-windows10.0.22621.0\win-x64\Pages\SettingsMqttPage.g.i.cs,53,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Pages/SettingsMqttPage.xaml"");"
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\WledDiagnosticsService.cs,66,12,T:System.Text.Json.JsonDocument,,,,,using JsonDocument stateDoc = JsonDocument.Parse(stateJson);
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\WledDiagnosticsService.cs,66,12,T:System.Text.Json.JsonDocument,,,,,using JsonDocument stateDoc = JsonDocument.Parse(stateJson);
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\WledDiagnosticsService.cs,65,12,T:System.Text.Json.JsonDocument,,,,,using JsonDocument infoDoc = JsonDocument.Parse(infoJson);
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\WledDiagnosticsService.cs,65,12,T:System.Text.Json.JsonDocument,,,,,using JsonDocument infoDoc = JsonDocument.Parse(infoJson);
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\WledDiagnosticsService.cs,63,12,T:System.Net.Http.HttpContent,,,,,string stateJson = await stateResponse.Content.ReadAsStringAsync();
Api.0003,Zmiana zachowania w wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\WledDiagnosticsService.cs,62,12,T:System.Net.Http.HttpContent,,,,,string infoJson = await infoResponse.Content.ReadAsStringAsync();
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\WledDiagnosticsService.cs,13,8,M:System.TimeSpan.FromSeconds(System.Double),,,,,httpClient = new HttpClient          {              Timeout = TimeSpan.FromSeconds(3)          };
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\WledDiagnosticsService.cs,13,8,M:System.TimeSpan.FromSeconds(System.Double),,,,,httpClient = new HttpClient          {              Timeout = TimeSpan.FromSeconds(3)          };
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,301,8,T:Windows.UI.Color,,,,,private static Color ToWinUiColor(uint argb)
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,307,12,T:Windows.UI.Color,,,,,"return Color.FromArgb(a, r, g, b);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,307,12,T:Windows.UI.Color,,,,,"return Color.FromArgb(a, r, g, b);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,307,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"return Color.FromArgb(a, r, g, b);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,266,8,T:Windows.UI.Color,,,,,"private static void SetBrushColor(ResourceDictionary resources, string key, Color color, double? tintOpacity = null, double? tintLuminosityOpacity = null)"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,282,20,T:Windows.UI.Color,,,,,acrylicBrush.FallbackColor = color;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,281,20,T:Windows.UI.Color,,,,,acrylicBrush.TintColor = color;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,277,20,T:Windows.UI.Color,,,,,solidBrush.Color = color;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,250,8,T:Windows.UI.Color,,,,,"private static void SetOrCreateBrush(ResourceDictionary resources, string key, Color color)"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,254,16,T:Windows.UI.Color,,,,,brush.Color = color;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,214,8,T:Windows.UI.Color,,,,,"private static void ApplySystemAccentColors(Color accentColor, bool isDarkMode)"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,240,12,T:Windows.UI.Color,,,,,"Color disabledColor = Color.FromArgb(92, 255, 255, 255);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,240,12,T:Windows.UI.Color,,,,,"Color disabledColor = Color.FromArgb(92, 255, 255, 255);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,240,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"Color disabledColor = Color.FromArgb(92, 255, 255, 255);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,223,12,T:Windows.UI.Color,,,,,"Color dark3 = Darken(accentColor, 0.45);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,222,12,T:Windows.UI.Color,,,,,"Color dark2 = Darken(accentColor, 0.30);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,221,12,T:Windows.UI.Color,,,,,"Color dark1 = Darken(accentColor, 0.15);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,220,12,T:Windows.UI.Color,,,,,"Color light3 = Lighten(accentColor, 0.45);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,219,12,T:Windows.UI.Color,,,,,"Color light2 = Lighten(accentColor, 0.30);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,218,12,T:Windows.UI.Color,,,,,"Color light1 = Lighten(accentColor, 0.15);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,174,12,P:Windows.UI.Color.B,,,,,"Color contentBg = Color.FromArgb(alpha, rawContentBackground.R, rawContentBackground.G, rawContentBackground.B);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,174,12,P:Windows.UI.Color.G,,,,,"Color contentBg = Color.FromArgb(alpha, rawContentBackground.R, rawContentBackground.G, rawContentBackground.B);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,174,12,P:Windows.UI.Color.R,,,,,"Color contentBg = Color.FromArgb(alpha, rawContentBackground.R, rawContentBackground.G, rawContentBackground.B);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,174,12,T:Windows.UI.Color,,,,,"Color contentBg = Color.FromArgb(alpha, rawContentBackground.R, rawContentBackground.G, rawContentBackground.B);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,174,12,T:Windows.UI.Color,,,,,"Color contentBg = Color.FromArgb(alpha, rawContentBackground.R, rawContentBackground.G, rawContentBackground.B);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,174,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"Color contentBg = Color.FromArgb(alpha, rawContentBackground.R, rawContentBackground.G, rawContentBackground.B);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,166,12,T:Windows.UI.Color,,,,,"SetBrushColor(resources, ""M3SurfaceBrush"", Color.FromArgb(0, 0, 0, 0));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,166,12,T:Windows.UI.Color,,,,,"SetBrushColor(resources, ""M3SurfaceBrush"", Color.FromArgb(0, 0, 0, 0));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,166,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"SetBrushColor(resources, ""M3SurfaceBrush"", Color.FromArgb(0, 0, 0, 0));"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,152,12,T:Windows.UI.Color,,,,,Color outline = ToWinUiColor(palette.NeutralVariant.Tone((uint)(isDarkMode ? 60 : 50)));
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,151,12,T:Windows.UI.Color,,,,,Color onSurfaceVariant = ToWinUiColor(palette.NeutralVariant.Tone((uint)(isDarkMode ? 80 : 30)));
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,150,12,T:Windows.UI.Color,,,,,Color surfaceVariant = ToWinUiColor(palette.NeutralVariant.Tone((uint)(isDarkMode ? 30 : 90)));
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,149,12,T:Windows.UI.Color,,,,,"Color onSurface = isDarkMode ? Color.FromArgb(255, 230, 224, 233) : Color.FromArgb(255, 28, 27, 31);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,149,12,T:Windows.UI.Color,,,,,"Color onSurface = isDarkMode ? Color.FromArgb(255, 230, 224, 233) : Color.FromArgb(255, 28, 27, 31);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,149,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"Color onSurface = isDarkMode ? Color.FromArgb(255, 230, 224, 233) : Color.FromArgb(255, 28, 27, 31);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,149,12,T:Windows.UI.Color,,,,,"Color onSurface = isDarkMode ? Color.FromArgb(255, 230, 224, 233) : Color.FromArgb(255, 28, 27, 31);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,149,12,T:Windows.UI.Color,,,,,"Color onSurface = isDarkMode ? Color.FromArgb(255, 230, 224, 233) : Color.FromArgb(255, 28, 27, 31);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,149,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"Color onSurface = isDarkMode ? Color.FromArgb(255, 230, 224, 233) : Color.FromArgb(255, 28, 27, 31);"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,AmbilightEngine\AmbilightEngine.csproj,File,AmbilightEngine\Services\DynamicThemeService.cs,147,12,T:Windows.UI.Color,,,,,Color onSecondaryContainer = ToWinUiColor(palette.Secondary.Tone((uint)(isDarkMode ? 90 : 10)));
